"","Case","Record type","Case stage","Case before","Filing party","Document date","Filing date","Filing number","Document reference","Original language","Number of pages","File size","Langue Document","Titre","URL"
"2627","Ayyash et al. (STL-11-01)","Reply / Sur Reply","Trial","Trial chamber","Prosecution","20-07-2015","20-07-2015","F2084","STL-11-01/T/TC/F2084/20150720/R276253-R276259/EN/dm","English","7","530.86 KB","ENGLISH","Prosecution Reply to “Oneissi Defence Response to ‘Prosecution Motion for the Admission of Evidence Related to the Locations of the Residences’ dated 29 June 2015”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150720_F2084_PUBLIC_OTP_Reply_Oneis_Resp_OTP_Mot_Admiss_Evid_EN_Web.pdf"
"2628","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","20-07-2015","23-07-2015","F2094","STL-11-01/T/TC/F2094/20150723/R276370-R276371/EN/dm","English","2","328.65 KB","ENGLISH","Order to Redact the Public Broadcast of a Hearing Held on 20 July 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150723_F2094_PUBLIC_TC_Order_Redact_Trans_20July2015_EN_Web.pdf"
"2629","Ayyash et al. (STL-11-01)","Notice / Notification","Trial","Trial chamber","Prosecution","20-07-2015","20-07-2015","F2083","STL-11-01/T/TC/F2083/20150720/R276231-R276233/EN/af","English","3","180.49 KB","ENGLISH","Notice of Change of Classification of Annex D to “Prosecution Rule 155 Motion for the Admission of Witness Statements in Relation to Telephone Distribution and Subscription in (…)","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150720_F2083_PUBLIC_OTP_Notice_Change_Classif_Annex_D_EN_Web.pdf"
"2630","Ayyash et al. (STL-11-01)","Motion","Trial","Trial chamber","Prosecution","16-07-2015","16-07-2015","F2082","STL-11-01/T/TC/F2082/20150716/R276220-R276225/EN/af","English","6","461.91 KB","ENGLISH","Prosecution Motion for Protective Measures for PRH651, PRH067, PRH065","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150716_F2082_PUBLIC_OTP_Mot_Protect_Meas_PRH651_PRH067_PRH065_EN_Web.pdf"
"2631","Ayyash et al. (STL-11-01)","Motion","Trial","Trial chamber","Prosecution","16-07-2015","30-11--0001","F2082",NA,"English","2","74.21 KB","ANNEX A","Prosecution Motion for Protective Measures for PRH651, PRH067, PRH065","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150716_F2082_A01_PUBLIC_OTP_Mot_Protect_Meas_PRH651_PRH067_PRH065_EN_Web.pdf"
"2632","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","16-07-2015","23-07-2015","F2096","STL-11-01/T/TC/F2096/20150723/R276378-R276379/EN/dm","English","2","299.02 KB","ENGLISH","Order to Redact the Public Transcript and or the Public Broadcast of a Hearing Held on 16 June 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150723_F2096_PUBLIC_TC_Order_Redact_Trans_16June2015_EN_Web.pdf"
"2633","Ayyash et al. (STL-11-01)","Other","Pre-trial","Trial chamber","Prosecution","16-07-2015","16-07-2015","F2081","STL-11-01/T/TC/F2081/20150716/R276218-R276219/EN/af","English","2","103.15 KB","ENGLISH","Prosecution Witness Schedule for the Week Commencing 20 July 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150716_F2081_PUBLIC_OTP_Witness_Sched_Week_Commence_20July2015_EN_Web.pdf"
"2634","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","15-07-2015","15-07-2015","F2080","STL-11-01/T/TC/F2080/20150715/R276206-R276207/EN/dm","English","2","274.97 KB","ENGLISH","Order to Redact the Public Transcript and or the Public Broadcast of a Hearing Held on 15 July 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150715_F2080_PUBLIC_TC_Order_Redact_Trans_15July2015_EN_Web.pdf"
"2635","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","15-07-2015","15-07-2015",NA,NA,"English","3","56.04 KB","ENGLISH","Decision Delivered in Court on 15/07/2015: Decision Granting Prosecution's Request to Add the Statements of Witnesses PRH230, PRH308, PRH313, PRH371, and PRH458 to its Rule 91 Exhibit List","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150715_DECISION_DELIVERED_IN_COURT_ON_A_MOTION_p88_line17_EN.pdf"
"2636","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","15-07-2015","15-07-2015",NA,NA,"English","3","119.73 KB","FRANÇAIS","Decision Delivered in Court on 15/07/2015: Decision Granting Prosecution's Request to Add the Statements of Witnesses PRH230, PRH308, PRH313, PRH371, and PRH458 to its Rule 91 Exhibit List","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150715_DECISION_DELIVERED_IN_COURT_ON_A_MOTION_p93_L11_FR.pdf"
"2637","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","15-07-2015","15-07-2015",NA,NA,"English","3","174.27 KB","عربي","Decision Delivered in Court on 15/07/2015: Decision Granting Prosecution's Request to Add the Statements of Witnesses PRH230, PRH308, PRH313, PRH371, and PRH458 to its Rule 91 Exhibit List","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150715_DECISION_DELIVERED_IN_COURT_ON_A_MOTION_P49_L21_P50_L25_AR.pdf"
"2638","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","14-07-2015","14-07-2015","F2079","STL-11-01/T/TC/F2079/20150714/R276202-R276203/EN/dm","English","2","323.49 KB","ENGLISH","Order to Redact the Public Transcript and or the Public Broadcast of a Hearing Held on 14 July 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150714_F2079_PUBLIC_TC_Order_Redact_Trans_14July2015_EN_Web.pdf"
"2639","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","14-07-2015","23-07-2015","F2095","STL-11-01/T/TC/F2095/20150723/R276374-R276375/EN/dm","English","2","326.58 KB","ENGLISH","Order to Redact the Public Transcript and or the Public Broadcast of a Hearing Held on 23 June 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150723_F2095_PUBLIC_TC_Order_Redact_Trans_23June2015_EN_Web.pdf"
"2640","Ayyash et al. (STL-11-01)","Reply / Sur Reply","Trial","Trial chamber","Prosecution","13-07-2015","13-07-2015","F2072","STL-11-01/T/TC/F2072/20150713/R276099-R276101/EN/dm","English","3","136.76 KB","ENGLISH","Prosecution Reply to Oneissi and Sabra Responses to the “Prosecution Motion for the Admission of Cell Site Evidence” Dated 12 June 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150713_F2072_PUBLIC_OTP_Reply_Oneis_Sabra_Resp_EN_Web.pdf"
"2641","Ayyash et al. (STL-11-01)","Response","Trial","Appeals chamber","Prosecution","13-07-2015","13-07-2015","F2071","STL-11-01/T/AC/F2071/20150713/R276093-R276098/EN/dm","English","6","270.11 KB","ENGLISH","Prosecution Consolidated Response to “Application to Appeal Pursuant to Inherent Jurisdiction on Behalf of Witness PRH012”, “Witness PRH012: Urgent Application for Suspension (...)","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150713_F2071_PUBLIC_OTP_Cons_Resp_TP_App_EN_Web.pdf"
"2642","Ayyash et al. (STL-11-01)","Notice / Notification","Trial","Trial chamber","Counsel","13-07-2015","13-07-2015","F2076","STL-11-01/T/TC/F2076/20150713/R276114-R276116/EN/dm","English","3","108.83 KB","ENGLISH","Sixth Notice to “Decision on Updated Request for a Finding of Non-Compliance”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150713_F2076_PUBLIC_Sabra_Sixth_Not_Dec_EN_Web.pdf"
"2643","Ayyash et al. (STL-11-01)","Response","Trial","Trial chamber","Counsel","13-07-2015","13-07-2015","F2078","STL-11-01/T/TC/F2078/20150713/R276129-R276135/EN/dm","English","7","496.47 KB","ENGLISH","Oneissi Defence Response to ‘Prosecution Motion for the Admission of Evidence Related to the Locations of the Residences’ dated 29 June 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150713_F2078_PUBLIC_Oneis_Resp_OTP_Mot_Admiss_Evid_re_Resid_EN_Web.pdf"
"2644","Ayyash et al. (STL-11-01)","Decision","Trial","Appeals chamber","Appeals Chamber","13-07-2015","13-07-2015","F2073","STL-11-01/T/AC/F2073/20150713/R276102-R276104/EN/af","English","3","160.36 KB","ENGLISH","Decision on Applications Filed By Counsel for Witness PRH012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150713_F2073_PUBLIC_AC_Dec_Appli_TP_Counsel_Witness_PRH012_EN_RECLASS_Web.pdf"
"2645","Ayyash et al. (STL-11-01)","Decision","Trial","Appeals chamber","Appeals Chamber","13-07-2015","23-07-2015","F2073","STL-11-01/T/AC/F2073/20150723/R276348-R276350/EN-AR/dm","English","3","1.1 MB","عربي","Decision on Applications Filed By Counsel for Witness PRH012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150723_F2073_PUBLIC_AC_Dec_Appli_TP_Counsel_Witness_PRH012_EN-AR_RECLASS_Web.pdf"
"2646","Ayyash et al. (STL-11-01)","Decision","Trial","Appeals chamber","Appeals Chamber","13-07-2015","07-08-2015","F2073","STL-11-01/T/AC/F2073/20150807/R276598-R276600/EN-FR/dm","English","3","167.77 KB","FRANÇAIS","Decision on Applications Filed By Counsel for Witness PRH012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150807_F2073_PUBLIC_AC_Dec_Appli_TP_Counsel_Witness_PRH012_EN-FR_RECLASS_Web.pdf"
"2647","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","13-07-2015","13-07-2015","F2075","STL-11-01/T/TC/F2075/20150713/R276110-R276111/EN/dm","English","2","321 KB","ENGLISH","Order to Redact the Public Transcript and or the Public Broadcast of a Hearing Held on 13 July 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150713_F2075_PUBLIC_TC_Order_Redact_Trans_13July2015_EN_Web.pdf"
"2648","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","13-07-2015","13-07-2015",NA,NA,"English","3","55.94 KB","ENGLISH","Decision Delivered in Court on 13/07/2015: Decision Granting Protective Measures for PRH012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150713_DECISION_DELIVERED_IN_COURT_ON_PROTECTIVE_MEASURES_FOR_WITNESSES_AND_VICTIMS_p75_line10_EN.pdf"
"2649","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","13-07-2015","13-07-2015",NA,NA,"English","3","118.33 KB","FRANÇAIS","Decision Delivered in Court on 13/07/2015: Decision Granting Protective Measures for PRH012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150713_DECISION_DELIVERED_IN_COURT_ON_PROTECTIVE_MEASURES_FOR_WITNESSES_AND_VICTIMS_p77_L2_FR.pdf"
"2650","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","13-07-2015","13-07-2015",NA,NA,"English","2","168.5 KB","عربي","Decision Delivered in Court on 13/07/2015: Decision Granting Protective Measures for PRH012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150713_DECISION_DELIVERED_IN_COURT_ON_PROTECTIVE_MEASURES_FOR_WITNESSES_AND_VICTIMS_P40_L3_P41_L6_AR.pdf"
"2651","Ayyash et al. (STL-11-01)","Motion","Trial","Trial chamber","Prosecution","10-07-2015","10-07-2015","F2070","STL-11-01/T/TC/F2070/20150710/R276071-R276077/EN/dm","English","7","504.16 KB","ENGLISH","Prosecution Urgent Motion for Protective Measures for PRH012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150710_F2070_PUBLIC_OTP_Urg_Mot_Prot_Meas_PRH012_EN_RECLASS_Web.pdf"
"2652","Ayyash et al. (STL-11-01)","Motion","Trial","Trial chamber","Prosecution","10-07-2015","30-11--0001","F2070",NA,"English","9","988.2 KB","ANNEX A","Prosecution Urgent Motion for Protective Measures for PRH012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150805_F2070_PUBLIC_PRV_A01_OTP_Urg_Mot_Prot_Meas_PRH012_EN_Web.pdf"
"2653","Ayyash et al. (STL-11-01)","Motion","Trial","Trial chamber","Prosecution","10-07-2015","30-11--0001","F2070",NA,"English","2","126.98 KB","ANNEX B","Prosecution Urgent Motion for Protective Measures for PRH012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150805_F2070_PUBLIC_PRV_A02_OTP_Urg_Mot_Prot_Meas_PRH012_EN_Web.pdf"
"2654","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","10-07-2015","10-07-2015",NA,NA,"English","5","64.43 KB","ENGLISH","Decision Delivered in Court on 10/07/2015: Decision Dismissing Sabra Defence’s Urgent Disclosure Motion Dated 3 July 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150710_DECISION_DELIVERED_IN_COURT_ON_A_MOTION_p105_line24_EN.pdf"
"2655","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","10-07-2015","10-07-2015",NA,NA,"English","4","132.45 KB","FRANÇAIS","Decision Delivered in Court on 10/07/2015: Decision Dismissing Sabra Defence’s Urgent Disclosure Motion Dated 3 July 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150710_DECISION_DELIVERED_IN_COURT_ON_A_MOTION_p106_L4_FR.pdf"
"2656","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","10-07-2015","10-07-2015",NA,NA,"English","4","186.05 KB","عربي","Decision Delivered in Court on 10/07/2015: Decision Dismissing Sabra Defence’s Urgent Disclosure Motion Dated 3 July 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150710_DECISION_DELIVERED_IN_COURT_ON_A_MOTION_P55_L14_AR.pdf"
"2657","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","10-07-2015","10-07-2015","F2069","STL-11-01/T/TC/F2069/20150710/R276062-R276070/EN/dm","English","9","708.59 KB","ENGLISH","Decision Denying Certification to Appeal the Trial Chamber’s Decision on Issuing a Summons to Witness 012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150710_F2069_PUBLIC_TC_Dec_Deny_Cert_TC_Dec_1July2015_EN_RECLASS_Web.pdf"
"2658","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","10-07-2015","13-08-2015","F2069","STL-11-01/T/TC/F2069/20150813/R276713-R276721/EN-AR/dm","English","9","3.76 MB","عربي","Decision Denying Certification to Appeal the Trial Chamber’s Decision on Issuing a Summons to Witness 012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150813_F2069_PUBLIC_TC_Dec_Deny_Cert_TC_Dec_1July2015_EN-AR_RECLASS_Web.pdf"
"2659","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","10-07-2015","10-11-2015","F2069","STL-11-01/T/TC/F2069/20151110/R279962-R279971/EN-FR/dm","English","10","841.54 KB","FRANÇAIS","Decision Denying Certification to Appeal the Trial Chamber’s Decision on Issuing a Summons to Witness 012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20151110_F2069_PUBLIC_TC_Dec_Deny_Cert_TC_Dec_1July2015_EN-FR_RECLASS_Web.pdf"
"2660","Ayyash et al. (STL-11-01)","Other","Trial","Trial chamber","Prosecution","10-07-2015","10-07-2015","F2066","STL-11-01/T/TC/F2066/20150710/R276018-R276019/EN/af","English","2","155.3 KB","ENGLISH","Prosecution Witness Schedule for the Weeks Commencing 13 and 20 July 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150710_F2066_PUBLIC_OTP_Witness_Sched_Week_Commence_1320July2015_Filed_EN_Joomla.pdf"
"2661","Ayyash et al. (STL-11-01)","Application","Trial","Appeals chamber","Other","09-07-2015","10-07-2015","F2067","STL-11-01/T/AC/F2067/20150710/R276020-R276021/EN/af","English","2","183.94 KB","ENGLISH","Witness PRH012: Urgent Application for Suspension of Compulsory Testimony","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150710_F02067_PUBLIC_TP_Urgent_Appli_Suspense_Compul_Testi_PRH0127_EN_RECLASS_Web.pdf"
"2662","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","09-07-2015","09-07-2015","F2062","STL-11-01/T/TC/F2062/20150709/R275974-R275996/EN/dm","English","23","1.61 MB","ENGLISH","Decision on ‘Prosecution Motion for the Admission of Locations Related Evidence’","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150709_F2062_PUBLIC_TC_Dec_OTP_Mot_Admis_Location_re_Evidence_Filed_EN_Joomla.pdf"
"2663","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","09-07-2015","24-08-2015","F2062","STL-11-01/T/TC/F2062/20150824/R277252-R277277/EN-FR/dm","English","26","1.92 MB","FRANÇAIS","Decision on ‘Prosecution Motion for the Admission of Locations Related Evidence’","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150824_F2062_PUBLIC_TC_Dec_OTP_Mot_Admis_Location_re_Evidence_EN-FR_Web.pdf"
"2664","Ayyash et al. (STL-11-01)","Decision","Trial","Trial chamber","Trial Chamber","09-07-2015","24-11-2015","F2062","STL-11-01/T/TC/F2062/20151124/R280303-R280326/EN-AR/af","English","24","8.48 MB","عربي","Decision on ‘Prosecution Motion for the Admission of Locations Related Evidence’","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20151124_F2062_PUBLIC_TC_Dec_OTP_Mot_Admis_Location_re_Evidence_EN-AR_Web.pdf"
"2665","Ayyash et al. (STL-11-01)","Order","Trial","Trial chamber","Trial Chamber","09-07-2015","09-07-2015","F2063","STL-11-01/T/TC/F2063/20150709/R275997-R275998/EN/dm","English","2","318.23 KB","ENGLISH","Order to Redact the Public Transcript and or the Public Broadcast of a Hearing Held on 09 July 2015","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150709_F2063_PUBLIC_TC_Order_Redact_Trans_09July2015_EN_Web.pdf"
"2666","Ayyash et al. (STL-11-01)","Response","Trial","Trial chamber","Counsel","08-07-2015","08-07-2015","F2056","STL-11-01/T/TC/F2056/20150708/R275948-R275950/EN/dm","English","3","140.04 KB","ENGLISH","Ayyash Defence Response to “Prosecution Urgent Motion for Authorisation of Video-Conference Link Testimony for PRH012”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150708-F2056-PUBLIC-Ayyash-Resp-OTP-Urg-Mot-F2042-EN-RECLASS-Web.pdf"
"2667","Ayyash et al. (STL-11-01)","Response","Trial","Trial chamber","Counsel","08-07-2015","08-07-2015","F2055","STL-11-01/T/TC/F2055/20150708/R275945-R275947/EN/dm","English","3","195.44 KB","ENGLISH","Response by the Ayyash Defence to “Prosecution Rule 154 Motion for the Admission of Business Records and Documents from Communication Service Providers”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150708_F2055_PUBLIC_Ayyash_Resp_OTP_Mot_R154_Filed_EN_Joomla.pdf"
"2668","Ayyash et al. (STL-11-01)","Response","Trial","Trial chamber","Counsel","08-07-2015","08-07-2015","F2058","STL-11-01/T/TC/F2058/20150708/R275953-R275954/EN/dm","English","2","150.22 KB","ENGLISH","Badreddine Defence Response to “Prosecution Rule 154 Motion for the Admission of Business Records and Documents from Communication Service Providers”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150708_F2058_PUBLIC_Badred_Resp_OTP_Mot_R154_Filed_EN_Joomla.pdf"
"2669","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","08-07-2015","08-07-2015",NA,NA,"English","3","56.78 KB","ENGLISH","Decision Delivered in Court on 08/07/2015: Order to Prosecution to Disclose Text Messages to Sabra Defence","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150708_DECISION_DELIVERED_IN_COURT_ON_DISCLOSURE_OF_DOCUMENTS_p46_line16_EN.pdf"
"2670","Ayyash et al. (STL-11-01)","Decision Delivered in Court","Trial","Trial chamber","Trial Chamber","08-07-2015","08-07-2015",NA,NA,"English","3","124.07 KB","FRANÇAIS","Decision Delivered in Court on 08/07/2015: Order to Prosecution to Disclose Text Messages to Sabra Defence","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150708_DECISION_DELIVERED_IN_COURT_ON_DISCLOSURE_OF_DOCUMENTS_p50_22_FR.pdf"
